Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Encoded,BMI_Category,Age_Group,Heart_Rate_Reserve,Calorie_Burn_Rate,Workout_Intensity,Recovery_Index,Member_Engagement,Body_Composition_Score
40,57.4,1.71,168,143,61,1.87,1337.0,18.3,2.7,5,3,19.63,0,1,1,107,711.1702127659574,0.8511398131063628,1.524618845288678,15,46.895799999999994
21,93.7,1.73,186,146,72,1.0,803.0,27.8,3.6,2,1,31.31,1,3,0,114,795.049504950495,0.7849040374173432,3.4269395525940025,2,67.6514
23,107.0,1.94,198,120,73,1.35,891.0,23.5,2.9,2,1,28.43,1,2,0,125,655.1470588235294,0.606029998484925,3.172533681008257,2,81.855
44,72.1,1.66,176,152,55,1.4,958.0,27.0,2.5,2,1,26.16,0,2,1,121,679.4326241134752,0.8635872961763537,1.249715973642354,2,52.632999999999996
38,71.9,1.77,197,142,72,1.12,875.0,25.7,3.1,2,1,22.95,1,1,1,125,774.3362831858407,0.7207755951474545,1.8942383583267561,2,53.4217
25,112.4,1.96,188,135,72,1.42,1054.0,23.2,2.5,2,1,29.26,1,2,0,116,737.0629370629371,0.7180469123982767,2.8788484606157536,2,86.3232
53,105.1,1.84,176,130,62,0.69,444.0,23.3,2.9,3,1,31.04,1,3,2,114,634.2857142857143,0.7385943980455656,1.1695906432748537,3,80.6117
22,71.0,1.93,162,139,53,1.42,1086.0,21.2,2.9,4,2,19.06,1,1,0,109,759.4405594405595,0.8579717301401149,2.407996365288505,8,55.948
42,76.4,1.97,165,157,65,1.14,886.0,22.9,2.6,3,2,19.69,1,1,1,100,770.4347826086957,0.9514574874250046,1.5472506546060463,6,58.9044
20,76.4,1.62,168,132,51,1.35,980.0,21.2,2.6,4,2,29.11,1,2,0,117,720.5882352941176,0.7856675197904887,2.548725637181409,8,60.20320000000001
43,108.6,1.73,174,150,66,1.33,988.0,28.5,2.2,2,1,36.29,1,3,1,108,737.3134328358209,0.8620194241710247,1.5345268542199488,2,77.649
36,121.9,1.93,195,132,54,1.49,1082.0,21.8,3.4,3,2,32.73,1,3,1,141,721.3333333333334,0.6768883646992462,1.4995834490419329,6,95.3258
50,56.4,1.59,185,163,74,1.26,924.0,34.3,2.6,3,1,22.31,0,1,2,111,727.5590551181102,0.8810334576509379,1.4797040591881625,3,37.0548
43,72.7,1.8,162,166,50,0.79,590.0,32.8,2.1,3,1,22.44,0,1,1,112,737.5,1.0246281093759646,1.162520344106022,3,48.854400000000005
59,75.8,1.77,167,128,53,1.46,841.0,33.1,1.8,3,1,24.19,0,1,2,114,572.1088435374149,0.7664211723848872,0.8981528554482291,3,50.7102
45,58.2,1.7,168,160,53,0.95,684.0,26.8,2.0,3,1,20.14,0,1,1,115,712.5,0.9523242664127136,1.1775161075316596,3,42.6024
38,76.6,1.58,199,130,53,0.74,481.0,32.2,2.3,2,1,30.68,0,3,1,146,641.3333333333334,0.6532335058539772,1.3943699026571956,2,51.93479999999999
51,70.3,1.55,178,139,54,1.4,876.0,26.1,1.6,3,1,29.26,0,2,2,124,621.2765957446809,0.7808550081456098,1.0586159576553618,3,51.951699999999995
37,70.3,1.77,162,123,52,1.01,621.0,33.7,1.7,2,1,22.44,0,1,1,110,608.8235294117646,0.7592123942966484,1.405025668738179,2,46.6089
59,50.3,1.95,188,167,55,1.07,885.0,24.4,3.4,3,1,13.23,1,0,2,133,819.4444444444443,0.8882506249667571,0.9320454160311812,3,38.0268
57,64.4,1.56,177,144,73,1.52,985.0,17.8,2.7,5,3,26.46,0,2,2,104,643.7908496732026,0.8135133608270719,1.2804771092790739,15,52.936800000000005
53,73.5,1.55,194,153,72,1.17,806.0,26.3,2.1,4,2,30.59,0,3,2,122,683.0508474576271,0.7886191433431267,1.3582342954159594,8,54.1695
52,85.5,1.82,174,154,57,1.78,1357.0,14.9,3.5,4,3,25.81,1,2,2,117,758.1005586592179,0.8850066088155853,1.0959430878677179,12,72.7605
45,73.5,1.74,181,152,50,1.18,807.0,30.0,2.3,4,2,24.28,0,1,1,131,678.1512605042017,0.8397326114579305,1.1108642523883583,8,51.449999999999996
32,59.0,1.66,184,160,64,0.51,408.0,31.0,1.8,2,1,21.41,0,1,1,120,784.6153846153846,0.8695179609803816,1.999375195251484,2,40.709999999999994
52,85.6,1.74,182,145,56,1.84,1321.0,13.9,3.5,4,3,28.27,1,2,2,126,714.0540540540541,0.796659524201967,1.0767160161507403,12,73.7016
27,89.3,1.87,169,153,62,1.62,1363.0,12.7,3.5,5,3,25.54,1,2,0,107,836.1963190184049,0.905271877403704,2.2954461310625693,15,77.9589
43,76.8,1.92,192,161,50,1.24,988.0,21.1,2.5,3,1,20.83,1,1,1,142,790.4,0.8384979948960992,1.162520344106022,3,60.59519999999999
43,110.0,1.76,160,122,50,1.09,658.0,22.0,3.4,3,1,35.51,1,3,1,110,598.1818181818181,0.7624523467283295,1.162520344106022,3,85.8
46,84.3,2.0,189,162,66,1.83,1467.0,13.3,3.5,5,3,21.07,1,1,1,123,797.2826086956521,0.8570975080683562,1.4344707672245165,15,73.0881
45,93.0,1.91,175,143,55,1.03,729.0,27.3,3.7,3,2,25.49,1,2,1,120,700.9615384615385,0.8170961659333753,1.221950677627194,6,67.611
35,101.4,1.76,193,121,64,0.84,559.0,23.6,2.9,2,1,32.74,1,3,1,129,657.6470588235294,0.6269105227708409,1.828049128820337,2,77.4696
37,66.9,1.75,184,127,50,1.38,876.0,26.5,2.1,4,2,21.84,0,1,1,134,630.2158273381295,0.6901798815281779,1.3509862199405567,8,49.1715
40,70.0,1.55,171,163,74,0.85,693.0,31.1,1.5,3,1,29.14,0,2,1,97,805.8139534883721,0.9531606338810596,1.849537615596101,3,48.230000000000004
47,43.4,1.62,179,132,64,0.51,303.0,25.3,2.3,3,1,16.54,0,0,1,115,582.6923076923076,0.7373889726830903,1.3614124654328867,3,32.4198
38,70.3,1.52,164,144,66,1.19,857.0,25.6,2.0,4,2,30.43,0,3,1,98,714.1666666666667,0.8779952441924274,1.7363851617995265,8,52.3032
56,90.2,1.61,163,168,51,1.38,1148.0,22.6,2.3,3,2,34.8,1,3,2,112,825.8992805755396,1.0306116189190848,0.9105516871987146,6,69.8148
19,65.7,1.58,170,121,57,1.46,883.0,25.9,1.9,3,2,26.32,0,2,0,113,600.6802721088435,0.711722839832951,2.998421883219358,6,48.6837
30,60.6,1.55,172,120,52,1.3,780.0,32.9,1.6,3,2,25.22,0,2,1,120,595.4198473282443,0.6976338584965991,1.732755748083972,6,40.662600000000005
55,42.9,1.69,186,140,56,0.9,567.0,34.7,2.4,2,1,15.02,0,0,2,130,623.0769230769231,0.7526477071125208,1.0179967278676605,2,28.0137
42,57.5,1.67,161,133,63,1.76,1053.0,16.2,2.7,5,3,20.62,0,1,1,98,594.9152542372881,0.8260356499596299,1.4996429421566295,15,48.184999999999995
54,70.1,1.52,180,139,65,0.76,475.0,26.6,2.1,2,1,30.34,0,3,2,115,616.8831168831168,0.7721793233709239,1.2034808368820589,2,51.453399999999995
18,114.5,1.97,192,128,60,1.03,725.0,24.1,2.6,3,1,29.5,1,2,0,132,697.1153846153846,0.6666319462527993,3.3314825097168237,3,86.9055
43,55.5,1.82,160,124,66,1.08,663.0,20.1,2.0,3,1,16.76,1,0,1,94,608.2568807339449,0.7749515655271546,1.5345268542199488,3,44.3445
19,65.2,1.52,188,130,71,1.23,800.0,30.6,2.4,3,1,28.22,0,2,0,117,645.1612903225806,0.6914525823094516,3.7348763808521825,3,45.248799999999996
38,57.7,1.56,185,132,54,1.64,1082.0,16.6,2.7,5,3,23.71,0,1,1,131,655.7575757575758,0.7134749473001459,1.4206787687450673,15,48.1218
20,75.8,1.78,197,133,53,1.42,944.0,27.4,2.0,4,2,23.92,0,1,0,144,660.1398601398602,0.6750926348916299,2.648675662168915,8,55.0308
20,128.4,1.92,167,145,57,0.63,502.0,26.1,2.0,2,1,34.83,1,3,0,110,784.375,0.868211484342255,2.8485757121439277,2,94.8876
38,88.4,1.79,182,138,68,1.74,1321.0,12.5,3.5,5,3,27.59,1,2,1,114,754.8571428571429,0.7582000988956651,1.7890028939752698,15,77.35000000000001
28,56.0,1.5,193,128,56,1.94,1242.0,16.7,2.7,5,3,24.89,0,1,0,137,636.9230769230769,0.6631780736749392,1.9992859692966796,15,46.647999999999996
56,59.3,1.56,182,155,57,1.26,879.0,33.4,2.6,4,2,24.37,0,1,2,125,692.1259842519685,0.8516015603538267,1.0176754151044456,8,39.4938
22,102.1,1.85,190,157,67,1.48,1278.0,28.1,2.4,4,2,29.83,1,2,0,123,857.7181208053692,0.826272301457818,3.044070876874148,8,73.4099
34,51.0,1.62,162,158,53,1.42,1122.0,30.8,2.4,3,2,19.43,0,1,1,109,784.6153846153846,0.9752484414542313,1.5583651867097914,6,35.291999999999994
57,122.1,1.89,165,134,58,1.13,750.0,27.4,3.6,3,1,34.18,1,3,2,107,657.8947368421053,0.8120719956366281,1.0173653744957025,3,88.6446
32,105.3,1.67,184,143,72,0.57,448.0,26.9,2.9,3,1,37.76,1,3,1,112,772.4137931034484,0.777131677626216,2.2492970946579196,3,76.97430000000001
32,102.8,1.98,168,120,61,1.24,818.0,27.8,2.8,3,2,26.22,1,2,1,107,654.4,0.7142431998095352,1.9056544829740707,6,74.2216
25,120.6,1.83,179,120,51,1.04,686.0,22.3,2.5,3,2,36.01,1,3,0,128,653.3333333333333,0.6703536115300821,2.039184326269492,6,93.7062
54,50.2,1.61,188,157,67,1.48,1046.0,28.2,2.7,2,1,19.37,0,1,2,121,702.0134228187919,0.835061964789107,1.2405110164784299,2,36.0436
22,42.8,1.56,174,133,66,1.47,978.0,32.2,2.6,3,2,17.59,0,0,0,108,660.8108108108108,0.7643238894316419,2.998636983189459,6,29.018399999999996
54,125.9,1.94,199,132,73,1.35,882.0,28.5,2.9,3,2,33.45,1,3,2,126,648.5294117647059,0.6632832520978845,1.351601555267543,6,90.01850000000002
41,81.6,1.87,167,128,59,1.87,1185.0,10.2,3.5,5,3,23.33,1,1,1,108,630.3191489361702,0.7664211723848872,1.4386734942696904,15,73.2768
45,52.4,1.85,186,161,73,1.2,956.0,25.2,2.5,3,1,15.31,1,0,1,113,790.0826446280992,0.865544863179399,1.621861808487003,3,39.1952
40,62.6,1.53,197,143,73,1.93,1380.0,18.1,2.7,5,3,26.74,0,2,1,124,711.340206185567,0.7258514796203239,1.8245438640339915,15,51.2694
36,48.7,1.68,194,144,56,1.23,886.0,33.7,1.6,3,1,17.25,0,0,1,138,714.516129032258,0.7422297819700016,1.5551235767842266,3,32.2881
47,58.5,1.79,195,131,71,1.42,837.0,30.3,2.4,4,2,18.26,0,0,1,124,585.3146853146853,0.6717604225424337,1.5103169538396086,8,40.7745
48,69.0,1.74,160,167,58,1.48,1223.0,30.0,2.3,3,2,22.79,1,1,1,102,820.8053691275168,1.0436847697018936,1.2080816496563216,6,48.3
43,81.0,1.78,188,152,65,1.58,1189.0,12.4,3.5,5,3,25.56,1,2,1,123,747.7987421383648,0.8084676347002819,1.5112764473378284,15,70.956
36,88.0,1.71,185,160,73,1.87,1646.0,12.0,3.5,5,3,30.09,1,3,1,112,875.531914893617,0.8648181179395709,2.027214662593724,15,77.44
28,76.3,1.62,161,162,70,1.16,1034.0,20.1,2.3,3,2,29.07,1,2,0,91,883.7606837606838,1.0061486864169928,2.4991074616208495,6,60.963699999999996
49,83.7,1.87,183,158,53,1.29,1009.0,23.9,2.3,4,2,23.94,1,1,1,130,776.1538461538461,0.863340801049123,1.0814119567435219,8,63.6957
37,54.6,1.57,170,150,62,1.31,982.0,32.1,2.4,3,1,22.15,0,1,1,108,743.9393939393939,0.8823010411152286,1.6752229127262903,3,37.07340000000001
53,56.3,1.79,193,141,59,1.52,964.0,16.5,2.7,5,3,17.57,0,0,2,134,630.0653594771242,0.7305320967825502,1.1129975476325222,15,47.01049999999999
44,82.5,1.79,167,155,70,1.51,1159.0,13.8,3.5,5,3,25.75,1,2,1,97,762.5,0.9280881384348243,1.5905476028175416,15,71.115
31,48.2,1.65,163,166,60,1.1,913.0,26.1,2.5,2,1,17.7,0,0,1,103,822.5225225225224,1.0183424329795718,1.9348597226701063,2,35.619800000000005
37,76.3,1.77,180,128,57,1.36,957.0,27.3,2.1,4,2,24.35,1,1,1,123,698.5401459854014,0.711071607132937,1.5401242907322346,8,55.470099999999995
41,43.8,1.77,182,165,58,1.19,884.0,31.9,1.6,3,1,13.98,0,0,1,124,736.6666666666667,0.9065435965056865,1.4142891977566447,3,29.8278
55,84.7,1.79,178,122,52,1.19,719.0,23.3,2.4,3,2,26.43,1,2,2,126,599.1666666666667,0.685354755350823,0.9452826758771132,6,64.9649
31,42.7,1.76,182,121,65,1.46,883.0,34.9,2.2,3,1,13.78,0,0,1,117,600.6802721088435,0.6647986374375034,2.0960980328926153,3,27.797700000000003
35,78.9,1.64,196,164,70,1.28,1050.0,25.3,2.6,4,2,29.34,0,2,1,126,813.953488372093,0.836692005509923,1.9994287346472437,8,58.938300000000005
49,57.2,1.89,192,135,62,1.14,762.0,21.1,3.5,2,1,16.01,1,0,1,130,662.608695652174,0.7030883808134993,1.2650479493980822,2,45.1308
43,95.7,1.77,198,151,50,1.08,807.0,24.2,3.4,3,1,30.55,1,3,1,148,740.3669724770641,0.7625877480935307,1.162520344106022,3,72.5406
36,90.3,1.65,169,158,71,1.38,1199.0,23.7,3.4,4,2,33.17,1,3,1,98,862.5899280575541,0.9348559256848707,1.9716745348514302,8,68.8989
42,53.7,1.72,183,142,74,1.37,875.0,29.8,1.6,3,1,18.15,0,0,1,109,634.0579710144928,0.7759138844871866,1.761485360628422,3,37.6974
58,74.8,1.69,175,162,53,1.28,933.0,32.8,2.3,4,2,26.19,0,2,2,122,723.2558139534883,0.9256613907776698,0.9136355800724013,8,50.2656
26,71.2,1.5,182,142,54,1.15,816.0,34.6,2.6,2,1,31.64,0,3,0,128,703.4482758620691,0.780176913356409,2.0761245674740483,2,46.5648
22,63.2,1.54,191,155,53,1.02,790.0,29.5,2.4,4,2,26.65,0,2,0,138,766.9902912621359,0.8114758389613109,2.407996365288505,8,44.556000000000004
22,117.3,1.68,172,134,57,1.24,914.0,28.5,2.7,3,2,41.56,1,3,0,115,731.2,0.7790244753212023,2.58973194002726,6,83.8695
29,84.9,1.72,187,140,51,1.79,1378.0,14.3,3.5,4,3,28.7,1,2,0,136,765.5555555555555,0.7486230682851185,1.7580144777662874,12,72.75930000000001
37,76.9,1.82,192,121,50,1.49,992.0,24.5,2.8,4,2,23.22,1,1,1,142,661.3333333333334,0.6301755116920994,1.3509862199405567,8,58.05950000000001
49,115.3,1.91,161,125,61,1.38,854.0,29.2,3.2,2,1,31.61,1,3,1,100,614.3884892086331,0.7763492950748401,1.2446439502142421,2,81.63239999999999
26,72.8,1.67,163,121,50,1.37,829.0,35.0,1.9,2,1,26.1,0,2,0,113,600.7246376811594,0.7422857493405313,1.9223375624759707,2,47.32
26,59.3,1.51,181,129,71,1.7,1096.0,15.1,2.7,5,3,26.01,0,2,0,110,640.9356725146199,0.7126678084083753,2.7297193387158782,15,50.345699999999994
28,55.1,1.79,192,159,67,1.99,1582.0,17.0,2.7,5,3,17.2,0,0,0,125,791.0,0.8280818707358992,2.3920028561228133,15,45.733
52,65.5,1.74,191,138,70,1.48,1011.0,26.2,2.8,4,2,21.63,1,1,2,121,678.5234899328859,0.7224752630752317,1.3458950201884254,8,48.339
45,65.5,1.57,192,133,59,0.66,395.0,34.3,2.3,2,1,26.57,0,2,1,133,589.5522388059701,0.6926722566532993,1.3108198178182626,2,43.033500000000004
53,51.8,1.74,179,127,61,1.23,773.0,21.3,3.7,3,2,17.11,1,0,2,118,623.3870967741935,0.7094575722026703,1.1507262780607432,6,40.7666
18,64.5,1.82,187,149,52,1.2,983.0,23.4,2.4,3,2,19.47,1,1,0,135,812.3966942148761,0.7967488369605904,2.8872848417545804,6,49.407000000000004
25,57.7,1.58,188,145,52,1.36,986.0,25.7,2.2,3,2,23.11,0,1,0,136,719.7080291970802,0.7712355725759269,2.0791683326669332,6,42.8711
56,55.7,1.53,190,124,66,1.91,1066.0,16.1,2.7,5,3,23.79,0,1,2,124,555.2083333333334,0.6525972317246461,1.1783610069630424,15,46.7323
39,55.4,1.6,192,136,72,1.44,979.0,26.3,1.6,3,2,21.64,0,1,1,120,675.1724137931035,0.7082964428935993,1.845680594719303,6,40.8298
29,55.7,1.61,177,128,51,1.41,993.0,28.7,2.3,3,1,21.49,1,1,0,126,699.2957746478874,0.7231229874018418,1.7580144777662874,3,39.71410000000001
23,60.9,1.62,193,168,69,1.59,1336.0,16.8,2.7,5,3,23.21,0,1,0,124,835.0,0.8704212216983577,2.998696219035202,15,50.6688
30,64.1,1.87,182,142,67,0.64,500.0,26.2,2.1,2,1,18.33,1,0,1,115,769.2307692307692,0.780176913356409,2.2325891369543482,2,47.3058
28,108.5,1.79,183,120,68,1.33,878.0,24.8,2.1,4,2,33.86,1,3,0,115,655.2238805970148,0.6557018742145239,2.427704391288825,8,81.592
33,74.2,1.76,192,145,66,1.15,834.0,25.9,1.5,4,2,23.95,0,1,1,126,718.9655172413794,0.7551690016144993,1.9993941229930325,8,54.9822
47,66.2,1.71,181,169,71,1.42,1188.0,22.8,2.9,3,1,22.64,1,1,1,110,830.7692307692308,0.9336500745815148,1.5103169538396086,3,51.1064
55,63.5,1.86,198,144,53,1.36,969.0,22.9,2.9,4,2,18.35,1,0,2,145,707.2992700729926,0.7272359981819101,0.9634611888747501,8,48.9585
28,87.0,1.76,197,121,60,1.2,799.0,28.4,3.5,3,2,28.09,1,2,0,137,660.3305785123968,0.6141820212171971,2.1420921099607284,6,62.291999999999994
34,54.2,1.52,190,132,60,1.13,746.0,31.0,2.2,3,1,23.46,0,1,1,130,654.3859649122808,0.6947002789326878,1.7641870038224052,3,37.397999999999996
53,115.4,1.92,193,161,50,1.36,1084.0,28.3,2.2,4,2,31.3,1,3,2,143,791.2408759124087,0.8341536707942594,0.9432182607055273,8,82.7418
43,57.3,1.79,175,166,62,1.98,1479.0,17.8,2.7,4,3,17.88,0,0,1,113,743.2160804020101,0.9485172275869951,1.441525226691467,12,47.10059999999999
59,42.1,1.65,172,132,59,1.22,725.0,33.0,2.2,2,1,15.46,0,0,2,113,589.4308943089432,0.767397244346259,0.9998305371970853,2,28.206999999999997
27,61.6,1.8,169,144,72,1.48,1172.0,26.4,3.1,2,1,19.01,1,1,0,97,786.5771812080537,0.8520205904976037,2.665679378008145,2,45.3376
51,109.3,1.78,182,157,64,0.54,420.0,28.7,3.3,3,1,34.5,1,3,2,118,763.6363636363636,0.8625899675841987,1.2546559498137622,3,77.93090000000001
20,72.6,1.73,199,160,68,1.27,1016.0,34.8,2.5,3,2,24.26,0,1,0,131,793.75,0.8039796995125873,3.3983008495752123,6,47.3352
42,88.4,1.93,188,158,65,1.68,1314.0,12.4,3.5,4,3,23.73,1,1,1,123,777.5147928994083,0.840380830806872,1.5472506546060463,12,77.4384
31,53.3,1.64,183,141,70,0.57,402.0,29.4,2.4,3,1,19.82,0,1,1,113,693.1034482758621,0.7704497022020655,2.257336343115124,3,37.629799999999996
26,44.3,1.6,186,136,61,1.08,734.0,34.7,2.0,3,1,17.3,0,0,0,125,673.394495412844,0.731143486909306,2.345251826220684,3,28.927899999999998
45,57.2,1.55,194,121,58,1.67,909.0,18.4,2.7,5,3,23.81,0,1,1,136,541.0714285714286,0.6236791917942375,1.2886025327704955,15,46.675200000000004
39,50.3,1.61,167,128,50,1.17,749.0,32.8,2.5,2,1,19.41,0,1,1,117,634.7457627118645,0.7664211723848872,1.2817226352217381,2,33.8016
59,122.3,1.89,178,153,51,0.66,500.0,20.1,3.1,3,1,34.24,1,3,2,127,746.2686567164179,0.8595022751530813,0.8642602948652771,3,97.7177
18,118.6,1.64,188,134,67,0.94,693.0,25.6,2.7,3,1,44.1,1,3,0,121,729.4736842105264,0.7127280463805117,3.7201554691837866,3,88.2384
31,75.5,1.93,168,135,68,0.6,446.0,20.5,3.4,2,1,20.27,1,1,1,100,731.1475409836065,0.8035235997857271,2.1928410190261203,2,60.0225
43,48.4,1.61,190,127,69,1.28,732.0,34.1,2.4,2,1,18.67,0,1,1,121,567.4418604651163,0.6683858744276617,1.6042780748663101,2,31.8956
42,59.5,1.74,195,141,52,1.78,1129.0,16.4,2.7,5,3,19.65,0,1,1,143,630.7262569832402,0.7230398441105584,1.237800523684837,15,49.742000000000004
29,86.1,1.65,183,128,71,1.66,1169.0,11.2,3.5,4,3,31.63,1,3,0,112,700.0,0.699415332495492,2.4474319200275767,12,76.4568
47,86.6,1.99,182,153,70,1.98,1500.0,10.6,3.5,4,3,21.87,1,1,1,112,753.7688442211055,0.8406131531234547,1.48904488406722,12,77.4204
56,82.5,1.87,187,124,74,1.51,927.0,13.2,3.5,5,3,23.59,1,1,2,113,609.8684210526316,0.6630661461953906,1.3211926441706838,15,71.61
55,86.4,1.77,176,157,61,1.0,777.0,27.3,2.8,3,2,27.58,1,2,2,115,769.3069306930693,0.89199477302426,1.1088892928558445,6,62.8128
49,42.0,1.52,171,130,70,1.1,644.0,28.8,2.2,3,1,18.18,0,0,1,101,580.1801801801802,0.7601894626045261,1.4282799428688024,3,29.904
50,80.5,1.77,175,129,59,1.85,1181.0,14.3,3.5,4,3,25.7,1,2,2,116,634.9462365591397,0.7371007371007371,1.179764047190562,12,68.9885
57,112.5,1.61,195,165,61,1.24,1013.0,22.1,2.7,3,2,43.4,1,3,2,134,810.4,0.8461104558740578,1.0699877214523767,6,87.6375
28,79.6,1.59,181,130,54,1.49,968.0,28.2,1.5,3,2,31.49,0,3,0,127,645.3333333333334,0.7181923650627038,1.9278828989646555,6,57.15279999999999
36,69.2,1.65,165,126,65,1.23,852.0,27.2,2.7,3,1,25.42,1,2,1,100,687.0967741935484,0.7635900854493668,1.8050541516245489,3,50.3776
27,102.6,1.83,199,123,58,1.41,954.0,26.5,3.5,3,2,30.64,1,3,0,141,671.830985915493,0.6180593940003015,2.147352832284339,6,75.411
25,81.5,1.61,170,159,63,1.93,1688.0,10.9,3.5,4,3,31.44,1,3,0,107,870.1030927835052,0.9352391035821422,2.5189924030387845,12,72.6165
36,84.0,1.94,168,123,50,1.8,1218.0,11.2,3.5,5,3,22.32,1,1,1,118,672.92817679558,0.7320992798047735,1.3885031935573453,15,74.592
44,59.1,1.52,177,136,56,1.58,967.0,18.4,2.7,5,3,25.58,0,2,1,121,608.1761006289308,0.7683181741144568,1.2724380822540333,15,48.22560000000001
25,95.6,1.9,190,160,72,1.47,1294.0,23.8,2.4,4,2,26.48,1,2,0,118,874.3243243243244,0.8420609441608337,2.8788484606157536,8,72.8472
20,51.1,1.58,188,169,64,0.5,422.0,29.6,1.6,2,1,20.47,0,1,0,124,827.4509803921568,0.8988883570022872,3.1984007996001997,2,35.974399999999996
22,58.3,1.72,173,128,63,1.0,640.0,32.6,1.6,3,2,19.71,0,1,0,110,633.6633663366337,0.7398416276515809,2.862335302135393,6,39.2942
28,84.8,1.79,182,138,55,1.35,1025.0,28.8,2.3,4,2,26.47,1,2,0,127,753.6764705882352,0.7582000988956651,1.9635844341306674,8,60.377599999999994
55,79.7,1.66,195,160,68,1.06,763.0,27.8,1.9,2,1,28.92,0,2,2,127,713.0841121495326,0.8204707450899954,1.236138883839302,2,57.5434
37,71.2,1.64,162,120,73,1.11,666.0,29.9,1.7,3,2,26.47,0,2,1,89,594.6428571428571,0.7406950188259984,1.9724398811132127,6,49.91120000000001
50,51.8,1.5,182,141,58,1.32,838.0,33.0,2.2,3,1,23.02,0,1,2,124,630.0751879699247,0.774682709741223,1.1597680463907218,3,34.705999999999996
45,46.6,1.79,176,168,55,1.46,1214.0,22.9,2.4,3,2,14.54,1,0,1,121,825.8503401360545,0.9544912220896541,1.221950677627194,6,35.9286
21,110.7,1.69,193,133,59,1.06,775.0,27.0,2.7,3,1,38.76,1,3,0,134,724.2990654205607,0.6890834671778665,2.8081865778200856,3,80.811
29,87.0,1.86,177,123,72,1.52,1028.0,11.0,3.5,4,3,25.15,1,2,0,105,671.8954248366013,0.6948759957064573,2.481902792140641,12,77.43
56,64.2,1.69,190,137,61,1.99,1227.0,19.6,2.7,5,3,22.48,0,1,2,129,613.5,0.7210146834377138,1.0890912337082663,15,51.616800000000005
24,52.6,1.57,169,166,60,1.29,1071.0,31.9,2.4,2,1,21.34,0,1,0,109,823.8461538461538,0.9821904029347377,2.4989587671803415,2,35.820600000000006
23,114.8,1.6,182,163,60,1.47,1318.0,21.7,2.7,4,2,44.84,1,3,0,122,890.5405405405405,0.8955551892753146,2.607561929595828,8,89.8884
43,113.2,1.83,161,134,63,1.45,962.0,29.9,2.9,4,2,33.8,1,3,1,98,658.9041095890411,0.8322464443202287,1.4647756335735875,8,79.35320000000002
18,64.8,1.53,170,141,54,1.98,1396.0,18.6,2.7,5,3,27.68,0,2,0,116,701.5075376884422,0.8293629786483149,2.998334258745141,15,52.74719999999999
40,81.7,1.74,166,133,58,0.91,666.0,27.0,2.7,2,1,26.99,1,2,1,108,723.9130434782609,0.8011565568339257,1.4496375906023495,2,59.641
44,102.3,1.63,188,129,52,1.34,856.0,20.9,2.6,4,2,38.5,1,3,1,136,634.074074074074,0.6861337162916866,1.1815496478073166,8,80.9193
41,101.1,1.83,160,162,66,0.79,634.0,28.6,3.2,2,1,30.19,1,3,1,94,792.5,1.012436722704831,1.6093635698610096,2,72.18539999999999
42,49.2,1.5,173,131,63,1.15,678.0,27.7,1.5,3,2,21.87,0,1,1,110,584.4827586206897,0.7571816657996648,1.4996429421566295,6,35.571600000000004
32,108.2,1.8,172,138,53,1.27,964.0,28.4,3.5,3,1,33.4,1,3,1,119,753.125,0.8022789372710889,1.6557325835676353,3,77.4712
25,59.4,1.51,185,161,54,1.62,1304.0,19.8,2.7,5,3,26.05,0,2,0,131,800.0,0.8702232311766932,2.1591363454618153,15,47.6388
26,55.7,1.68,182,129,54,1.13,802.0,21.7,2.9,3,1,19.73,1,1,0,128,703.5087719298247,0.7087522663589912,2.0761245674740483,3,43.6131
55,129.9,1.73,187,155,60,0.69,529.0,21.7,3.1,3,1,43.4,1,3,2,127,755.7142857142858,0.8288326827442383,1.0907107798582076,3,101.71170000000001
45,59.4,1.51,169,142,65,1.15,735.0,33.1,1.9,4,2,26.05,0,2,1,104,633.6206896551724,0.840186971185137,1.4441235281048657,8,39.7386
39,63.6,1.56,183,148,66,1.22,903.0,34.8,2.4,2,1,26.13,0,2,1,117,734.1463414634146,0.8086989781979127,1.6918738784926943,2,41.467200000000005
26,111.5,1.9,191,167,57,1.02,937.0,25.2,2.2,2,1,30.89,1,3,0,134,909.7087378640776,0.8742997748808963,2.1914648212226067,2,83.402
33,78.0,1.71,187,136,58,1.08,734.0,26.3,2.1,3,1,26.67,0,2,1,129,673.394495412844,0.7272338377626866,1.7570433202059983,3,57.486
49,69.3,1.62,191,122,62,1.14,626.0,28.8,1.9,4,2,26.41,0,2,1,129,544.3478260869566,0.6387100151824512,1.2650479493980822,8,49.34159999999999
26,87.1,1.87,173,132,58,1.71,1241.0,11.2,3.5,4,3,24.91,1,1,0,115,721.5116279069767,0.7629616785156927,2.229911572472126,12,77.34479999999999
32,49.3,1.62,167,158,74,1.18,1025.0,29.3,2.5,3,2,18.79,1,1,1,93,861.344537815126,0.9460511346625952,2.3117775695095286,6,34.8551
52,74.0,1.63,174,150,50,1.26,936.0,25.7,3.7,3,2,27.85,1,2,2,124,737.007874015748,0.8620194241710247,0.9613535858488752,6,54.982
